id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket,final_campus
327,26BK00027,4,02/06/2026 09:36 AM,2026-02-06 09:36:00,,Employee reported a parking concern,FACULTY STAFF VISITOR LOT B2 - BERKS,2026-02-18 21:43:32,2026-02-06,2026,2,February,9,Friday,False,Morning,Berks
369,26BK00026,4,02/05/2026 07:50 AM,2026-02-05 07:50:00,,Employee reported a burglary alarm activation,PERKINS STUDENT CENTER,2026-02-18 21:43:32,2026-02-05,2026,2,February,7,Thursday,False,Morning,Berks
384,26BK00025,4,02/04/2026 04:40 PM,2026-02-04 13:00:00,02/04/2026 03:00 PM,Student reported being harassed,LUERSSEN SCIENCE BUILDING,2026-02-18 21:43:32,2026-02-04,2026,2,February,13,Wednesday,False,Afternoon,Berks
390,26BK00024,4,02/04/2026 01:47 PM,2026-02-04 13:47:00,02/04/2026 02:05 PM,Employee reported a parking concern,FACULTY STAFF VISITOR LOT B1 - BERKS,2026-02-18 21:43:32,2026-02-04,2026,2,February,13,Wednesday,False,Afternoon,Berks
414,26BK00023,4,02/03/2026 05:49 PM,2026-01-28 00:00:00,02/03/2026 05:49 PM,Student reported being harassed,AMBER HALL,2026-02-18 21:43:32,2026-01-28,2026,1,January,0,Wednesday,False,Late Night,Berks
421,26BK00022,4,02/03/2026 03:09 PM,2026-02-03 15:09:00,02/03/2026 04:20 PM,Assisted an outside law enforcement agency with an investigation,PA-12 & US-422,2026-02-18 21:43:32,2026-02-03,2026,2,February,15,Tuesday,False,Afternoon,Berks
577,26BK00021,4,01/29/2026 12:42 PM,2026-01-29 12:42:00,01/29/2026 01:11 PM,Visitor reported a parking concern,FACULTY STAFF VISITOR LOT B1 - BERKS,2026-02-18 21:43:32,2026-01-29,2026,1,January,12,Thursday,False,Afternoon,Berks
581,26BK00020,4,01/29/2026 09:50 AM,2026-01-29 09:50:00,,Employee reported a parking concern,RESIDENCE HALL LOT R1 - BERKS,2026-02-18 21:43:32,2026-01-29,2026,1,January,9,Thursday,False,Morning,Berks
615,26BK00019,4,01/28/2026 12:30 PM,2026-01-28 12:00:00,01/28/2026 12:22 PM,Employee reported the loss or theft of their unattended personal property,FRANCO BUILDING,2026-02-18 21:43:32,2026-01-28,2026,1,January,12,Wednesday,False,Afternoon,Berks
622,26BK00018,4,01/28/2026 10:20 AM,2026-01-27 17:10:00,01/28/2026 08:07 AM,Student reported the theft of their unsecured/unattended personal property,WILLOW HALL,2026-02-18 21:43:32,2026-01-27,2026,1,January,17,Tuesday,False,Evening,Berks
630,26BK00017,4,01/27/2026 11:55 PM,2026-01-27 23:55:00,01/28/2026 12:10 AM,Student reported a fire alarm activation,LAUREL HALL,2026-02-18 21:43:32,2026-01-27,2026,1,January,23,Tuesday,False,Late Night,Berks
706,26BK00016,4,01/24/2026 09:11 PM,2026-01-24 21:11:00,01/24/2026 09:55 PM,Employee reported a fire alarm activation,IVY HALL,2026-02-18 21:43:32,2026-01-24,2026,1,January,21,Saturday,True,Evening,Berks
768,26BK00015,4,01/23/2026 07:17 AM,2026-01-23 07:17:00,01/23/2026 07:22 AM,Employee reported a parking concern,CLARY DR,2026-02-18 21:43:32,2026-01-23,2026,1,January,7,Friday,False,Morning,Berks
793,26BK00014,4,01/22/2026 09:46 AM,2026-01-22 09:46:00,,Employee reported a parking concern,CLARY DR,2026-02-18 21:43:32,2026-01-22,2026,1,January,9,Thursday,False,Morning,Berks
794,26BK00013,4,01/22/2026 09:35 AM,2026-01-22 09:35:00,,Employee reported a parking concern,FACULTY STAFF VISITOR LOT B1 - BERKS,2026-02-18 21:43:32,2026-01-22,2026,1,January,9,Thursday,False,Morning,Berks
848,26BK00011,4,01/20/2026 01:07 PM,2026-01-20 12:15:00,01/20/2026 02:16 PM,Visitor reported a parking concern,FACULTY STAFF VISITOR LOT B1 - BERKS,2026-02-18 21:43:32,2026-01-20,2026,1,January,12,Tuesday,False,Afternoon,Berks
851,26BK00010,4,01/20/2026 10:46 AM,2026-01-20 10:46:00,01/20/2026 12:11 PM,Visitor reported a concern for a student,COMMUTER LOT G1 - BERKS,2026-02-18 21:43:32,2026-01-20,2026,1,January,10,Tuesday,False,Morning,Berks
903,26BK00008,4,01/18/2026 12:11 AM,2026-01-18 00:11:00,01/18/2026 12:00 AM,Student reported a fire alarm activation,LAUREL HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,0,Sunday,True,Late Night,Berks
904,26BK00009,4,01/18/2026 12:11 AM,2026-01-18 00:11:00,01/18/2026 12:45 AM,Student found in possession of alcoholic beverages being less than 21 years of age,LAUREL HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,0,Sunday,True,Late Night,Berks
995,26BK00006,4,01/15/2026 01:17 PM,2026-01-15 13:17:00,01/15/2026 01:30 PM,Employee reported a fire alarm activation,IVY HALL,2026-02-18 21:43:32,2026-01-15,2026,1,January,13,Thursday,False,Afternoon,Berks
1010,26BK00007,4,01/15/2026 07:30 AM,2026-01-15 07:30:00,,Employee reported a suspicious item,BEAVER ATHLETICS AND WELLNESS CENTER,2026-02-18 21:43:32,2026-01-15,2026,1,January,7,Thursday,False,Morning,Berks
1083,26BK00005,4,01/12/2026 08:46 PM,2026-01-12 20:46:00,01/12/2026 09:05 PM,Employee reported a fire alarm activation,LAUREL HALL,2026-02-18 21:43:32,2026-01-12,2026,1,January,20,Monday,False,Evening,Berks
1122,26BK00004,4,01/11/2026 01:28 PM,2026-01-11 13:28:00,01/11/2026 01:56 PM,Student reported a two vehicle crash with no injuries,CLARY DR,2026-02-18 21:43:32,2026-01-11,2026,1,January,13,Sunday,True,Afternoon,Berks
1125,26BK00003,4,01/11/2026 12:08 PM,2026-01-11 12:08:00,01/11/2026 12:15 PM,Employee reported a fire alarm activation,THE BOWMAN RESIDENCE CENTER,2026-02-18 21:43:32,2026-01-11,2026,1,January,12,Sunday,True,Afternoon,Berks
1160,26BK00002,4,01/08/2026 06:25 PM,2026-01-08 18:25:00,01/08/2026 06:57 PM,Assisted the ambulance with a medical emergency,IVY HALL,2026-02-18 21:43:32,2026-01-08,2026,1,January,18,Thursday,False,Evening,Berks
1245,26BK00001,4,01/03/2026 02:10 PM,2026-01-03 14:10:00,01/03/2026 03:02 PM,Employee reported suspicious person,GREENHOUSE,2026-02-18 21:43:32,2026-01-03,2026,1,January,14,Saturday,True,Afternoon,Berks
1424,26BK00035,4,02/19/2026 07:03 PM,2026-02-19 19:03:00,02/19/2026 07:28 PM,Assisted the fire department with a reported fire alarm activation,LAUREL HALL,2026-02-21 20:58:08,2026-02-19,2026,2,February,19,Thursday,False,Evening,Berks
1454,26BK00034,4,02/18/2026 07:07 PM,2026-02-18 19:07:00,,Visitor reported a concern for another employee,29TH WAY N,2026-02-21 20:58:08,2026-02-18,2026,2,February,19,Wednesday,False,Evening,Berks
1517,26BK00040,4,02/23/2026 05:46 PM,2026-02-23 17:46:00,02/23/2026 05:58 PM,,OAKMOSS HALL,2026-02-25 02:54:48,2026-02-23,2026,2,February,17,Monday,False,Evening,Berks
1572,26BK00037,4,02/21/2026 12:45 PM,2026-02-21 07:00:00,02/21/2026 12:45 PM,Employee reported a parking concern,CLARY DR,2026-02-25 02:54:48,2026-02-21,2026,2,February,7,Saturday,True,Morning,Berks
1607,26BK00038,4,02/16/2026 09:16 PM,2026-02-16 21:16:00,02/16/2026 09:35 PM,Employee reported a person trespassing inside a residence hall,LAUREL HALL,2026-02-25 02:54:48,2026-02-16,2026,2,February,21,Monday,False,Evening,Berks
1608,26BK00039,4,02/16/2026 03:30 PM,2026-02-16 15:30:00,02/16/2026 04:30 PM,Employee reported a fire alarm activation,IVY HALL,2026-02-25 02:54:48,2026-02-16,2026,2,February,15,Monday,False,Afternoon,Berks
1613,26BK00036,4,02/14/2026 10:37 AM,2026-02-14 10:37:00,02/14/2026 11:20 AM,Assisted an outside law enforcement agency with an investigation,HILLVALE AVE & SPOHN RD,2026-02-25 02:54:48,2026-02-14,2026,2,February,10,Saturday,True,Morning,Berks
1688,26BK00042,4,02/24/2026 12:22 PM,2026-02-24 12:50:00,,Assisted the ambulance with a medical emergency,LUERSSEN SCIENCE BUILDING,2026-02-26 23:59:30,2026-02-24,2026,2,February,12,Tuesday,False,Afternoon,Berks
1689,26BK00041,4,02/24/2026 11:40 AM,2026-02-24 11:40:00,02/24/2026 11:55 AM,Employee requested assistance in locating a student,LUERSSEN SCIENCE BUILDING,2026-02-26 23:59:30,2026-02-24,2026,2,February,11,Tuesday,False,Morning,Berks
1711,26BK00043,4,02/11/2026 09:02 AM,2026-02-11 09:02:00,,Employee reported a parking concern,COMMUTER LOT G1 - BERKS,2026-02-26 23:59:30,2026-02-11,2026,2,February,9,Wednesday,False,Morning,Berks
