id,incident_number,campus_id,final_campus,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket
640,26ER00032,5,Erie (Behrend),01/27/2026 03:58 PM,01/24/2026 12:00 AM,01/24/2026 11:59 PM,Student reported being physically assaulted by a known person,TRIPPE HALL,2026-02-18 21:43:32,2026-01-27,2026,1,January,15,Tuesday,False,Afternoon
643,26ER00031,5,Erie (Behrend),01/27/2026 02:44 PM,01/25/2026 12:00 PM,01/25/2026 06:00 PM,Student reported they were indecently assaulted by a known person in a residence hall,RESIDENCE HALL COMPLEX,2026-02-18 21:43:32,2026-01-27,2026,1,January,14,Tuesday,False,Afternoon
661,26ER00030,5,Erie (Behrend),01/27/2026 06:14 AM,01/27/2026 06:13 AM,01/27/2026 06:25 AM,Employee reported a fire alarm activation,PORCUPINE HALL,2026-02-18 21:43:32,2026-01-27,2026,1,January,6,Tuesday,False,Morning
673,26ER00029,5,Erie (Behrend),01/26/2026 08:18 PM,01/26/2026 08:18 PM,01/26/2026 08:47 PM,Resident Assistant reported the odor of marijuana,NIAGARA HALL,2026-02-18 21:43:32,2026-01-26,2026,1,January,20,Monday,False,Evening
690,26ER00028,5,Erie (Behrend),01/25/2026 10:33 PM,01/25/2026 10:33 PM,01/25/2026 10:40 PM,Employee reported an alarm activation,METZGAR ADMISSIONS & ALUMNI CTR,2026-02-18 21:43:32,2026-01-25,2026,1,January,22,Sunday,True,Late Night
697,26ER00027,5,Erie (Behrend),01/25/2026 10:50 AM,01/25/2026 10:50 AM,01/25/2026 11:00 AM,Visitor requested assistance in locating a student,LAWRENCE HALL,2026-02-18 21:43:32,2026-01-25,2026,1,January,10,Sunday,True,Morning
739,26ER00026,5,Erie (Behrend),01/24/2026 01:03 AM,01/24/2026 01:03 AM,01/24/2026 01:55 AM,Employee reported disorderly persons,TRIPPE HALL,2026-02-18 21:43:32,2026-01-24,2026,1,January,1,Saturday,True,Late Night
740,26ER00025,5,Erie (Behrend),01/24/2026 12:48 AM,01/24/2026 12:48 AM,01/24/2026 01:46 AM,Student observed highly intoxicated and transported to the hospital,TRIPPE HALL,2026-02-18 21:43:32,2026-01-24,2026,1,January,0,Saturday,True,Late Night
774,26ER00024,5,Erie (Behrend),01/22/2026 11:00 PM,01/22/2026 11:00 PM,01/23/2026 12:55 AM,Underage student observed highly intoxicated and transported to the hospital,TIFFANY HALL,2026-02-18 21:43:32,2026-01-22,2026,1,January,23,Thursday,False,Late Night
776,26ER00023,5,Erie (Behrend),01/22/2026 08:57 PM,01/22/2026 08:57 PM,01/22/2026 09:08 PM,Employee reported a fire alarm activation,ELLIOTT HALL,2026-02-18 21:43:32,2026-01-22,2026,1,January,20,Thursday,False,Evening
792,26ER00022,5,Erie (Behrend),01/22/2026 10:00 AM,01/22/2026 09:55 AM,01/22/2026 10:45 AM,Visitor reported a traffic concern regarding a vehicle,SENAT HALL SIDEWALK,2026-02-18 21:43:32,2026-01-22,2026,1,January,10,Thursday,False,Morning
803,26ER00021,5,Erie (Behrend),01/21/2026 11:20 PM,01/21/2026 11:20 PM,01/21/2026 11:30 PM,Employee reported a fire alarm activation,ALMY HALL,2026-02-18 21:43:32,2026-01-21,2026,1,January,23,Wednesday,False,Late Night
811,26ER00020,5,Erie (Behrend),01/21/2026 06:00 PM,01/21/2026 06:00 PM,01/21/2026 06:29 PM,Employee reported unsafe conditions,REED BUILDING NORTH SIDEWALK,2026-02-18 21:43:32,2026-01-21,2026,1,January,18,Wednesday,False,Evening
867,26ER00019,5,Erie (Behrend),01/19/2026 01:45 PM,09/15/2025 12:00 AM,11/24/2025 11:59 PM,Student reported theft by deception,COLLEGE DR,2026-02-18 21:43:32,2026-01-19,2026,1,January,13,Monday,False,Afternoon
880,26ER00018,5,Erie (Behrend),01/18/2026 11:56 PM,01/18/2026 11:56 PM,01/19/2026 12:30 AM,Visitor requested assistance in locating a student,OHIO HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,23,Sunday,True,Late Night
882,26ER00017,5,Erie (Behrend),01/18/2026 10:45 PM,01/18/2026 10:45 PM,01/18/2026 11:30 PM,Visitor reported an alarm activation,REED BUILDING,2026-02-18 21:43:32,2026-01-18,2026,1,January,22,Sunday,True,Late Night
891,26ER00016,5,Erie (Behrend),01/18/2026 01:00 PM,01/18/2026 01:00 PM,01/18/2026 02:30 PM,Visitor requested assistance with locating a student,OHIO HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,13,Sunday,True,Afternoon
905,26ER00015,5,Erie (Behrend),01/18/2026 12:00 AM,01/18/2026 12:00 AM,01/18/2026 12:15 AM,Officers responded to a 911 hang-up with no voice contact,ALMY LOT - ERIE,2026-02-18 21:43:32,2026-01-18,2026,1,January,0,Sunday,True,Late Night
961,26ER00014,5,Erie (Behrend),01/16/2026 10:06 AM,01/16/2026 10:03 AM,,Student reported a two vehicle crash with no injuries,JORDAN RD & COLLEGE DR,2026-02-18 21:43:32,2026-01-16,2026,1,January,10,Friday,False,Morning
980,26ER00013,5,Erie (Behrend),01/15/2026 05:37 PM,01/15/2026 05:37 PM,01/15/2026 05:50 PM,Employee reported an alarm activation,SMITH CHAPEL & CARILLON,2026-02-18 21:43:32,2026-01-15,2026,1,January,17,Thursday,False,Afternoon
1023,26ER00012,5,Erie (Behrend),01/14/2026 07:53 PM,01/14/2026 07:53 PM,01/14/2026 08:21 PM,Resident Assistant reported a suspicious odor,NIAGARA HALL,2026-02-18 21:43:32,2026-01-14,2026,1,January,19,Wednesday,False,Evening
1094,26ER00011,5,Erie (Behrend),01/12/2026 01:13 PM,01/11/2026 12:45 PM,,Employee reported a suspicious vehicle,COLLEGE DR,2026-02-18 21:43:32,2026-01-12,2026,1,January,13,Monday,False,Afternoon
1123,26ER00010,5,Erie (Behrend),01/11/2026 12:40 PM,01/11/2026 12:40 PM,01/11/2026 12:53 PM,"Resident Assistant reported the odor of marijuana, origin not located",NIAGARA HALL,2026-02-18 21:43:32,2026-01-11,2026,1,January,12,Sunday,True,Afternoon
1131,26ER00009,5,Erie (Behrend),01/10/2026 07:52 PM,01/10/2026 07:52 PM,01/10/2026 08:00 PM,"Resident Assistant reported the odor of marijuana, origin not located",NIAGARA HALL,2026-02-18 21:43:32,2026-01-10,2026,1,January,19,Saturday,True,Evening
1155,26ER00008,5,Erie (Behrend),01/09/2026 02:15 PM,12/20/2025 12:21 PM,01/07/2026 07:33 PM,Student reported suspicious activity,SENAT HALL,2026-02-18 21:43:32,2026-01-09,2026,1,January,14,Friday,False,Afternoon
1158,26ER00007,5,Erie (Behrend),01/08/2026 07:20 PM,01/08/2026 07:20 PM,01/08/2026 07:30 PM,Employee reported a fire alarm activation,TIGRESS HALL,2026-02-18 21:43:32,2026-01-08,2026,1,January,19,Thursday,False,Evening
1170,26ER00006,5,Erie (Behrend),01/08/2026 03:47 AM,01/08/2026 03:47 AM,01/08/2026 04:00 AM,Employee reported a fire alarm activation,REDC PARKING DECK,2026-02-18 21:43:32,2026-01-08,2026,1,January,3,Thursday,False,Late Night
1190,26ER00005,5,Erie (Behrend),01/07/2026 07:30 AM,01/07/2026 07:15 AM,01/07/2026 08:00 AM,Visitor reported a two vehicle crash with no injuries,COLLEGE DR,2026-02-18 21:43:32,2026-01-07,2026,1,January,7,Wednesday,False,Morning
1192,26ER00004,5,Erie (Behrend),01/07/2026 03:57 AM,01/07/2026 03:57 AM,01/07/2026 04:07 AM,Employee reported an alarm activation,SMITH CHAPEL & CARILLON,2026-02-18 21:43:32,2026-01-07,2026,1,January,3,Wednesday,False,Late Night
1199,26ER00003,5,Erie (Behrend),01/06/2026 07:34 PM,01/06/2026 07:34 PM,01/06/2026 07:44 PM,Employee reported a fire alarm activation,TIGRESS HALL,2026-02-18 21:43:32,2026-01-06,2026,1,January,19,Tuesday,False,Evening
1205,26ER00002,5,Erie (Behrend),01/06/2026 09:45 AM,01/06/2026 09:40 AM,01/06/2026 10:00 AM,Assisted the ambulance with a medical emergency,KNOWLEDGE PKWY,2026-02-18 21:43:32,2026-01-06,2026,1,January,9,Tuesday,False,Morning
1223,26ER00001,5,Erie (Behrend),01/05/2026 04:06 AM,01/05/2026 04:06 AM,01/05/2026 04:30 AM,Employee reported an alarm activation,METZGAR ADMISSIONS & ALUMNI CTR,2026-02-18 21:43:32,2026-01-05,2026,1,January,4,Monday,False,Late Night
1306,25ER00360,5,Erie (Behrend),12/29/2025 03:10 AM,12/29/2025 03:10 AM,12/29/2025 03:30 AM,Employee reported an alarm activation,METZGAR ADMISSIONS & ALUMNI CTR,2026-02-18 21:43:32,2025-12-29,2025,12,December,3,Monday,False,Late Night
1320,25ER00359,5,Erie (Behrend),12/27/2025 10:42 AM,12/27/2025 10:42 AM,12/27/2025 11:15 AM,Employee reported a fire alarm activation,PORCUPINE HALL,2026-02-18 21:43:32,2025-12-27,2025,12,December,10,Saturday,True,Morning
1367,25ER00358,5,Erie (Behrend),12/22/2025 04:30 AM,12/22/2025 04:30 AM,12/22/2025 04:50 AM,Student reported unsafe conditions,SENAT HALL,2026-02-18 21:43:32,2025-12-22,2025,12,December,4,Monday,False,Late Night
1481,26ER00051,5,Erie (Behrend),02/16/2026 09:43 PM,02/16/2026 09:43 PM,02/16/2026 10:15 PM,Student reported suspicious activity,REED BUILDING,2026-02-21 20:58:08,2026-02-16,2026,2,February,21,Monday,False,Evening
1483,26ER00050,5,Erie (Behrend),02/16/2026 03:20 PM,02/16/2026 03:15 PM,02/16/2026 03:30 PM,Employee reported a concern for a visitor,REED LOT - ERIE,2026-02-21 20:58:08,2026-02-16,2026,2,February,15,Monday,False,Afternoon
1488,26ER00049,5,Erie (Behrend),02/15/2026 08:15 PM,02/15/2026 08:15 PM,02/15/2026 09:12 PM,Employee reported a fire alarm activation,VARIOUS ON-CAMPUS BUILDINGS AND RESIDENCE HALLS,2026-02-21 20:58:08,2026-02-15,2026,2,February,20,Sunday,True,Evening
1493,26ER00048,5,Erie (Behrend),02/14/2026 09:03 PM,02/14/2026 09:03 PM,02/14/2026 09:30 PM,Student reported a suspicious odor,NIAGARA HALL,2026-02-21 20:58:08,2026-02-14,2026,2,February,21,Saturday,True,Evening
1504,26ER00047,5,Erie (Behrend),02/13/2026 12:00 AM,02/13/2026 12:00 AM,,Student reported a suspicious odor,NIAGARA HALL,2026-02-21 20:58:08,2026-02-13,2026,2,February,0,Friday,False,Late Night
1518,26ER00054,5,Erie (Behrend),02/23/2026 05:20 PM,02/13/2026 06:00 PM,02/20/2026 10:00 PM,Student reported the theft of their unattended personal property,NIAGARA HALL,2026-02-25 02:54:48,2026-02-23,2026,2,February,17,Monday,False,Afternoon
1534,26ER00053,5,Erie (Behrend),02/22/2026 09:25 PM,02/22/2026 09:25 PM,02/22/2026 10:30 PM,Student reported a suspicious person,SENAT HALL,2026-02-25 02:54:48,2026-02-22,2026,2,February,21,Sunday,True,Evening
1562,26ER00052,5,Erie (Behrend),02/21/2026 09:00 PM,02/20/2026 03:30 PM,02/20/2026 11:00 PM,Student reported the theft of their unattended personal property,ALMY HALL,2026-02-25 02:54:48,2026-02-21,2026,2,February,21,Saturday,True,Evening
