id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket,final_campus
980,26ER00013,5,01/15/2026 05:37 PM,2026-01-15 17:37:00,01/15/2026 05:50 PM,Employee reported an alarm activation,SMITH CHAPEL & CARILLON,2026-02-18 21:43:32,2026-01-15,2026,1,January,17,Thursday,False,Evening,Erie
1023,26ER00012,5,01/14/2026 07:53 PM,2026-01-14 19:53:00,01/14/2026 08:21 PM,Resident Assistant reported a suspicious odor,NIAGARA HALL,2026-02-18 21:43:32,2026-01-14,2026,1,January,19,Wednesday,False,Evening,Erie
1094,26ER00011,5,01/12/2026 01:13 PM,2026-01-11 12:45:00,,Employee reported a suspicious vehicle,COLLEGE DR,2026-02-18 21:43:32,2026-01-11,2026,1,January,12,Sunday,True,Afternoon,Erie
1123,26ER00010,5,01/11/2026 12:40 PM,2026-01-11 12:40:00,01/11/2026 12:53 PM,"Resident Assistant reported the odor of marijuana, origin not located",NIAGARA HALL,2026-02-18 21:43:32,2026-01-11,2026,1,January,12,Sunday,True,Afternoon,Erie
1131,26ER00009,5,01/10/2026 07:52 PM,2026-01-10 19:52:00,01/10/2026 08:00 PM,"Resident Assistant reported the odor of marijuana, origin not located",NIAGARA HALL,2026-02-18 21:43:32,2026-01-10,2026,1,January,19,Saturday,True,Evening,Erie
1155,26ER00008,5,01/09/2026 02:15 PM,2025-12-20 12:21:00,01/07/2026 07:33 PM,Student reported suspicious activity,SENAT HALL,2026-02-18 21:43:32,2025-12-20,2025,12,December,12,Saturday,True,Afternoon,Erie
1158,26ER00007,5,01/08/2026 07:20 PM,2026-01-08 19:20:00,01/08/2026 07:30 PM,Employee reported a fire alarm activation,TIGRESS HALL,2026-02-18 21:43:32,2026-01-08,2026,1,January,19,Thursday,False,Evening,Erie
1170,26ER00006,5,01/08/2026 03:47 AM,2026-01-08 03:47:00,01/08/2026 04:00 AM,Employee reported a fire alarm activation,REDC PARKING DECK,2026-02-18 21:43:32,2026-01-08,2026,1,January,3,Thursday,False,Late Night,Erie
1190,26ER00005,5,01/07/2026 07:30 AM,2026-01-07 07:15:00,01/07/2026 08:00 AM,Visitor reported a two vehicle crash with no injuries,COLLEGE DR,2026-02-18 21:43:32,2026-01-07,2026,1,January,7,Wednesday,False,Morning,Erie
1192,26ER00004,5,01/07/2026 03:57 AM,2026-01-07 03:57:00,01/07/2026 04:07 AM,Employee reported an alarm activation,SMITH CHAPEL & CARILLON,2026-02-18 21:43:32,2026-01-07,2026,1,January,3,Wednesday,False,Late Night,Erie
1199,26ER00003,5,01/06/2026 07:34 PM,2026-01-06 19:34:00,01/06/2026 07:44 PM,Employee reported a fire alarm activation,TIGRESS HALL,2026-02-18 21:43:32,2026-01-06,2026,1,January,19,Tuesday,False,Evening,Erie
1205,26ER00002,5,01/06/2026 09:45 AM,2026-01-06 09:40:00,01/06/2026 10:00 AM,Assisted the ambulance with a medical emergency,KNOWLEDGE PKWY,2026-02-18 21:43:32,2026-01-06,2026,1,January,9,Tuesday,False,Morning,Erie
1223,26ER00001,5,01/05/2026 04:06 AM,2026-01-05 04:06:00,01/05/2026 04:30 AM,Employee reported an alarm activation,METZGAR ADMISSIONS & ALUMNI CTR,2026-02-18 21:43:32,2026-01-05,2026,1,January,4,Monday,False,Late Night,Erie
1481,26ER00051,5,02/16/2026 09:43 PM,2026-02-16 21:43:00,02/16/2026 10:15 PM,Student reported suspicious activity,REED BUILDING,2026-02-21 20:58:08,2026-02-16,2026,2,February,21,Monday,False,Evening,Erie
1483,26ER00050,5,02/16/2026 03:20 PM,2026-02-16 15:15:00,02/16/2026 03:30 PM,Employee reported a concern for a visitor,REED LOT - ERIE,2026-02-21 20:58:08,2026-02-16,2026,2,February,15,Monday,False,Afternoon,Erie
1488,26ER00049,5,02/15/2026 08:15 PM,2026-02-15 20:15:00,02/15/2026 09:12 PM,Employee reported a fire alarm activation,VARIOUS ON-CAMPUS BUILDINGS AND RESIDENCE HALLS,2026-02-21 20:58:08,2026-02-15,2026,2,February,20,Sunday,True,Evening,Erie
1493,26ER00048,5,02/14/2026 09:03 PM,2026-02-14 21:03:00,02/14/2026 09:30 PM,Student reported a suspicious odor,NIAGARA HALL,2026-02-21 20:58:08,2026-02-14,2026,2,February,21,Saturday,True,Evening,Erie
1504,26ER00047,5,02/13/2026 12:00 AM,2026-02-13 00:00:00,,Student reported a suspicious odor,NIAGARA HALL,2026-02-21 20:58:08,2026-02-13,2026,2,February,0,Friday,False,Late Night,Erie
1518,26ER00054,5,02/23/2026 05:20 PM,2026-02-13 18:00:00,02/20/2026 10:00 PM,Student reported the theft of their unattended personal property,NIAGARA HALL,2026-02-25 02:54:48,2026-02-13,2026,2,February,18,Friday,False,Evening,Erie
1534,26ER00053,5,02/22/2026 09:25 PM,2026-02-22 21:25:00,02/22/2026 10:30 PM,Student reported a suspicious person,SENAT HALL,2026-02-25 02:54:48,2026-02-22,2026,2,February,21,Sunday,True,Evening,Erie
1562,26ER00052,5,02/21/2026 09:00 PM,2026-02-20 15:30:00,02/20/2026 11:00 PM,Student reported the theft of their unattended personal property,ALMY HALL,2026-02-25 02:54:48,2026-02-20,2026,2,February,15,Friday,False,Afternoon,Erie
