id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket,final_campus
415,26BW00024,7,02/03/2026 05:00 PM,2026-02-03 17:00:00,02/03/2026 05:15 PM,Assisted an outside law enforcement agency with an investigation,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32,2026-02-03,2026,2,February,17,Tuesday,False,Evening,Brandywine
416,26BW00019,7,02/03/2026 04:44 PM,2026-01-12 00:00:00,02/03/2026 06:32 PM,Student reported being harassed,MAIN BUILDING,2026-02-18 21:43:32,2026-01-12,2026,1,January,0,Monday,False,Late Night,Brandywine
483,26BW00018,7,02/01/2026 05:02 PM,2026-02-01 17:02:00,02/01/2026 05:11 PM,Assisted the ambulance with a medical emergency,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32,2026-02-01,2026,2,February,17,Sunday,True,Evening,Brandywine
552,26BW00016,7,01/30/2026 10:28 AM,2026-01-30 10:27:00,01/30/2026 10:38 AM,Student reported a fire alarm activation,ORCHARD HALL,2026-02-18 21:43:32,2026-01-30,2026,1,January,10,Friday,False,Morning,Brandywine
555,26BW00015,7,01/30/2026 07:19 AM,2026-01-30 07:19:00,01/30/2026 07:24 AM,Employee reported a burglar alarm activation,MAINTENANCE BUILDING OLD,2026-02-18 21:43:32,2026-01-30,2026,1,January,7,Friday,False,Morning,Brandywine
595,26BW00013,7,01/28/2026 08:11 PM,2026-01-28 20:15:00,01/28/2026 08:44 PM,Student reported a fire alarm activation,ORCHARD HALL,2026-02-18 21:43:32,2026-01-28,2026,1,January,20,Wednesday,False,Evening,Brandywine
660,26BW00011,7,01/27/2026 07:25 AM,2026-01-27 07:25:00,01/27/2026 07:48 AM,Assisted the ambulance with a medical emergency,ORCHARD HALL,2026-02-18 21:43:32,2026-01-27,2026,1,January,7,Tuesday,False,Morning,Brandywine
738,26BW00010,7,01/24/2026 01:09 AM,2026-01-24 01:09:00,01/24/2026 12:00 AM,Employee reported an intrusion alarm activation,MAINTENANCE BUILDING NEW,2026-02-18 21:43:32,2026-01-24,2026,1,January,1,Saturday,True,Late Night,Brandywine
743,26BW00009,7,01/23/2026 11:41 PM,2026-01-23 23:41:00,01/23/2026 11:59 PM,Employee reported suspicious person,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32,2026-01-23,2026,1,January,23,Friday,False,Late Night,Brandywine
780,26BW00008,7,01/22/2026 06:45 PM,2025-10-01 00:00:00,01/20/2026 12:00 AM,Student reported disorderly person,ORCHARD HALL,2026-02-18 21:43:32,2025-10-01,2025,10,October,0,Wednesday,False,Late Night,Brandywine
790,26BW00007,7,01/22/2026 10:32 AM,2026-01-22 10:32:00,01/22/2026 10:00 AM,Employee reported a parking concern,ORCHARD HALL,2026-02-18 21:43:32,2026-01-22,2026,1,January,10,Thursday,False,Morning,Brandywine
820,26BW00014,7,01/21/2026 02:40 PM,2026-01-21 14:30:00,01/21/2026 02:45 PM,Assisted the ambulance with a medical emergency,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32,2026-01-21,2026,1,January,14,Wednesday,False,Afternoon,Brandywine
881,26BW00006,7,01/18/2026 11:18 PM,2026-01-18 23:18:00,01/18/2026 11:33 PM,Officers responded to a 911 hang-up with no voice contact,STUDENT UNION AND DINING,2026-02-18 21:43:32,2026-01-18,2026,1,January,23,Sunday,True,Late Night,Brandywine
996,26BW00005,7,01/15/2026 12:55 PM,2025-11-26 00:01:00,01/15/2026 12:55 PM,Employee reported the loss of University property,VAIRO LIBRARY,2026-02-18 21:43:32,2025-11-26,2025,11,November,0,Wednesday,False,Late Night,Brandywine
1024,26BW00004,7,01/14/2026 07:01 PM,2026-01-14 19:01:00,01/14/2026 07:14 PM,Employee reported suspicious person,MAIN BUILDING,2026-02-18 21:43:32,2026-01-14,2026,1,January,19,Wednesday,False,Evening,Brandywine
1064,26BW00003,7,01/13/2026 04:01 PM,2026-01-13 16:01:00,01/13/2026 04:14 PM,Visitor mistakenly dialed 911. no issue discovered,ORCHARD HALL,2026-02-18 21:43:32,2026-01-13,2026,1,January,16,Tuesday,False,Afternoon,Brandywine
1090,26BW00002,7,01/12/2026 03:30 PM,2026-01-12 14:30:00,01/12/2026 03:00 PM,Student reported the theft of their unattended personal property,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32,2026-01-12,2026,1,January,14,Monday,False,Afternoon,Brandywine
1186,26BW00001,7,01/07/2026 12:43 PM,2025-12-04 00:00:00,12/04/2025 11:00 PM,Assisted an outside law enforcement agency with an investigation,GRADYVILLE RD,2026-02-18 21:43:32,2025-12-04,2025,12,December,0,Thursday,False,Late Night,Brandywine
1460,26BW00032,7,02/18/2026 01:15 PM,2026-02-18 13:15:00,02/18/2026 01:22 PM,Employee reported a parking concern,COMMONS & ATHLETIC CENTER,2026-02-21 20:58:08,2026-02-18,2026,2,February,13,Wednesday,False,Afternoon,Brandywine
1480,26BW00042,7,02/16/2026 11:21 PM,2026-02-16 23:21:00,02/16/2026 11:37 PM,Employee reported an intrusion alarm activation,EDWARD S J TOMEZSKO CLASSROOM BUILDING,2026-02-21 20:58:08,2026-02-16,2026,2,February,23,Monday,False,Late Night,Brandywine
1484,26BW00039,7,02/16/2026 11:05 AM,2026-02-15 00:01:00,,Student reported they were indecently assaulted by a known person in a residence hall,RESIDENCE HALL,2026-02-21 20:58:08,2026-02-15,2026,2,February,0,Sunday,True,Late Night,Brandywine
1485,26BW00040,7,02/16/2026 11:05 AM,2026-02-15 00:00:00,,Student reported being harassed,ORCHARD HALL,2026-02-21 20:58:08,2026-02-15,2026,2,February,0,Sunday,True,Late Night,Brandywine
1490,26BW00038,7,02/15/2026 10:25 AM,2026-02-15 10:25:00,,Student requested assistance with a personal matter,ORCHARD HALL,2026-02-21 20:58:08,2026-02-15,2026,2,February,10,Sunday,True,Morning,Brandywine
1494,26BW00037,7,02/14/2026 04:57 PM,2026-02-14 16:57:00,02/14/2026 05:58 PM,Employee reported disorderly persons,COMMONS & ATHLETIC CENTER,2026-02-21 20:58:08,2026-02-14,2026,2,February,16,Saturday,True,Afternoon,Brandywine
1496,26BW00041,7,02/14/2026 10:56 AM,2026-02-16 10:56:00,,Student reported they were indecently assaulted by a known person in a residencehall,RESIDENCE HALL,2026-02-21 20:58:08,2026-02-16,2026,2,February,10,Monday,False,Morning,Brandywine
1500,26BW00036,7,02/13/2026 06:16 PM,2026-02-13 17:40:00,02/13/2026 06:16 PM,Assisted the ambulance with a medical emergency,ORCHARD HALL,2026-02-21 20:58:08,2026-02-13,2026,2,February,17,Friday,False,Evening,Brandywine
1502,26BW00035,7,02/13/2026 09:19 AM,2026-02-13 09:19:00,02/13/2026 10:17 AM,Employee reported suspicious activity,EDWARD S J TOMEZSKO CLASSROOM BUILDING,2026-02-21 20:58:08,2026-02-13,2026,2,February,9,Friday,False,Morning,Brandywine
1503,26BW00034,7,02/13/2026 05:34 AM,2026-02-13 05:34:00,02/13/2026 05:42 AM,Employee reported an intrusion alarm activation,MAIN BUILDING,2026-02-21 20:58:08,2026-02-13,2026,2,February,5,Friday,False,Morning,Brandywine
1505,26BW00033,7,02/12/2026 02:03 PM,2026-02-12 14:03:00,,Student reported suspicious person,COMMONS & ATHLETIC CENTER,2026-02-21 20:58:08,2026-02-12,2026,2,February,14,Thursday,False,Afternoon,Brandywine
1673,26BW00044,7,02/24/2026 04:43 PM,2026-02-24 16:43:00,02/24/2026 04:55 PM,Employee reported a panic alarm activation,STUDENT UNION AND DINING,2026-02-26 23:59:30,2026-02-24,2026,2,February,16,Tuesday,False,Afternoon,Brandywine
